lang,word_original,word_translation,blank_prompt_original,blank_prompt_translation,blank_prompt_translation_masked,error
de,beauty,Schönheit,"'""Beauty"" is a characteristic that provides a perceptual experience of pleasure or satisfaction. Answer: ""beauty"".'","Schönheit"" ist eine Eigenschaft, die ein Wahrnehmungserlebnis von Freude oder Befriedigung vermittelt. Antwort: ""Schönheit"".'","""___"" ist eine Eigenschaft, die ein Wahrnehmungserlebnis von Freude oder Befriedigung vermittelt. Antwort: ""Schönheit"".",no error
de,platform,Plattform,"A ""platform"" is used to support or raise something. Answer: ""platform"".","Eine ""Plattform"" wird verwendet, um etwas zu stützen oder zu erhöhen. Antwort: ""Plattform"".","Eine ""___"" wird verwendet, um etwas zu stützen oder zu erhöhen. Antwort: ""Plattform"".",no error
de,house,Haus,"A ""house"" is a place where people live. Answer: ""house"".","Ein ""Haus"" ist ein Ort, an dem Menschen leben. Antwort: ""Haus"".","Ein ""___"" ist ein Ort, an dem Menschen leben. Antwort: ""Haus"".",no error
de,sun,Sonne,"The ""sun"" is a star at the center of the Solar System that provides light and heat to Earth. Answer: ""sun"".","Die ""Sonne"" ist ein Stern im Zentrum des Sonnensystems, der die Erde mit Licht und Wärme versorgt. Antwort: ""Sonne"".","Die ""___"" ist ein Stern im Zentrum des Sonnensystems, der die Erde mit Licht und Wärme versorgt. Antwort: ""Sonne"".",no error
de,history,Geschichte,"""The study of past events, particularly in human affairs"" is known as ""history"". Answer: ""history"".","""Das Studium vergangener Ereignisse, insbesondere im Bereich der menschlichen Angelegenheiten, wird als ""Geschichte"" bezeichnet. Antwort: ""Geschichte"".","""Das Studium vergangener Ereignisse, insbesondere im Bereich der menschlichen Angelegenheiten, wird als ""___"" bezeichnet. Antwort: ""Geschichte"".",no error
de,valley,Tal,"A ""valley"" is a low area between hills or mountains typically with a river running through it. Answer: ""valley"".","Ein ""Tal"" ist ein niedriges Gebiet zwischen Hügeln oder Bergen, durch das normalerweise ein Fluss fließt. Antwort: ""Tal"".","Ein ""___"" ist ein niedriges Gebiet zwischen Hügeln oder Bergen, durch das normalerweise ein Fluss fließt. Antwort: ""Tal"".",no error
de,square,Quadrat,"A ""square"" is a shape with four equal sides and four right angles. Answer: ""square"".","Ein ""Quadrat"" ist eine Form mit vier gleichen Seiten und vier rechten Winkeln. Antwort: ""Quadrat"".","Ein ""___"" ist eine Form mit vier gleichen Seiten und vier rechten Winkeln. Antwort: ""Quadrat"".",no error
de,generation,Generation,"""A ""generation"" is a term used to describe all of the people born and living at about the same time. Answer: ""generation"".""","""Eine ""Generation"" ist ein Begriff, der die Gesamtheit der Menschen beschreibt, die etwa zur gleichen Zeit geboren wurden und leben. Antwort: ""Generation"".""","""Eine ""___"" ist ein Begriff, der die Gesamtheit der Menschen beschreibt, die etwa zur gleichen Zeit geboren wurden und leben. Antwort: ""Generation"".",no error
de,south,Süden,"""The ""south"" is a cardinal direction opposite to north. Answer: ""south"".""","""Der ""Süden"" ist eine dem Norden entgegengesetzte Himmelsrichtung. Antwort: ""Süden"".""","""Der ""___"" ist eine dem Norden entgegengesetzte Himmelsrichtung. Antwort: ""Süden"".",no error
de,virtue,Tugend,"A ""virtue"" is a quality considered morally good or desirable in a person. Answer: ""virtue"".","Eine ""Tugend"" ist eine Eigenschaft, die als moralisch gut oder wünschenswert bei einer Person angesehen wird. Antwort: ""Tugend"".","Eine ""___"" ist eine Eigenschaft, die als moralisch gut oder wünschenswert bei einer Person angesehen wird. Antwort: ""Tugend"".",no error
de,tribe,Stamm,"A ""tribe"" is a social division in a traditional society consisting of families or communities linked by social, economic, religious, or blood ties. Answer: ""tribe"".","Ein ""Stamm"" ist eine soziale Abteilung in einer traditionellen Gesellschaft, die aus Familien oder Gemeinschaften besteht, die durch soziale, wirtschaftliche, religiöse oder blutsmäßige Bindungen verbunden sind. Antwort: ""Stamm"".","Ein ""___"" ist eine soziale Abteilung in einer traditionellen Gesellschaft, die aus Familien oder Gemeinschaften besteht, die durch soziale, wirtschaftliche, religiöse oder blutsmäßige Bindungen verbunden sind. Antwort: ""Stamm"".",no error
de,city,Stadt,"A ""city"" is a large human settlement where people live and work. Answer: ""city"".","Eine ""Stadt"" ist eine große menschliche Siedlung, in der Menschen leben und arbeiten. Antwort: ""Stadt"".","Eine ""___"" ist eine große menschliche Siedlung, in der Menschen leben und arbeiten. Antwort: ""Stadt"".",no error
de,language,Sprache,"A ""language"" is used to communicate thoughts and ideas. Answer: ""language"".","Eine ""Sprache"" wird verwendet, um Gedanken und Ideen zu kommunizieren. Antwort: ""Sprache"".","Eine ""___"" wird verwendet, um Gedanken und Ideen zu kommunizieren. Antwort: ""Sprache"".",no error
de,speed,Geschwindigkeit,"""A ""speed"" is used to measure how fast something is moving. Answer: ""speed"".""","""Eine ""Geschwindigkeit"" wird verwendet, um zu messen, wie schnell sich etwas bewegt. Antwort: ""Geschwindigkeit"".""","""Eine ""___"" wird verwendet, um zu messen, wie schnell sich etwas bewegt. Antwort: ""Geschwindigkeit"".",no error
de,ground,Boden,"""A ""ground"" is where we walk and build houses on. Answer: ""ground"".""","""Ein ""Boden"" ist der Platz, auf dem wir gehen und Häuser bauen. Antwort: ""Boden"".""","""Ein ""___"" ist der Platz, auf dem wir gehen und Häuser bauen. Antwort: ""Boden"".",no error
de,attempt,Versuch,"An ""attempt"" is made when trying to achieve something. Answer: ""attempt"".","Ein ""Versuch"" wird unternommen, wenn man versucht, etwas zu erreichen. Antwort: ""Versuch"".","Ein ""___"" wird unternommen, wenn man versucht, etwas zu erreichen. Antwort: ""Versuch"".",no error
de,defeat,Niederlage,"""A ""defeat"" is experienced when one loses a competition or battle. Answer: ""defeat"".""","""Eine ""Niederlage"" erlebt man, wenn man einen Wettbewerb oder eine Schlacht verliert. Antwort: ""Niederlage"".""","""Eine ""___"" erlebt man, wenn man einen Wettbewerb oder eine Schlacht verliert. Antwort: ""Niederlage"".",no error
de,tail,Schwanz,"A ""tail"" is a part of an animal's body that extends from the base of the spine. Answer: ""tail"".","Ein ""Schwanz"" ist ein Teil des Körpers eines Tieres, der sich von der Basis der Wirbelsäule aus erstreckt. Antwort: ""Schwanz"".","Ein ""___"" ist ein Teil des Körpers eines Tieres, der sich von der Basis der Wirbelsäule aus erstreckt. Antwort: ""Schwanz"".",no error
de,mother,Mutter,"A ""mother"" is a woman who has given birth to a child. Answer: ""mother"".","Eine ""Mutter"" ist eine Frau, die ein Kind zur Welt gebracht hat. Antwort: ""Mutter"".","Eine ""___"" ist eine Frau, die ein Kind zur Welt gebracht hat. Antwort: ""Mutter"".",no error
de,east,Osten,"""The ""east"" is a cardinal direction opposite of west. Answer: ""east"".""","""Der ""Osten"" ist eine Himmelsrichtung, die dem Westen entgegengesetzt ist. Antwort: ""Osten"".""","""Der ""___"" ist eine Himmelsrichtung, die dem Westen entgegengesetzt ist. Antwort: ""Osten"".",no error
de,speech,Rede,"""A ""speech"" is a formal address or discourse delivered to an audience. Answer: ""speech"".""","""Eine ""Rede"" ist eine förmliche Ansprache oder ein Vortrag, der vor einem Publikum gehalten wird. Antwort: ""Rede"".""","""Eine ""___"" ist eine förmliche Ansprache oder ein Vortrag, der vor einem Publikum gehalten wird. Antwort: ""Rede"".",no error
de,child,Kind,"'A ""child"" is a young human being below the age of puberty. Answer: ""child"".'","Ein ""Kind"" ist ein junges menschliches Wesen unter dem Alter der Pubertät. Antwort: ""Kind"".'","Ein ""___"" ist ein junges menschliches Wesen unter dem Alter der Pubertät. Antwort: ""Kind"".",no error
de,tower,Turm,"A ""tower"" is a tall structure that can be used for various purposes such as observation, communication, or storage. Answer: ""tower"".","Ein ""Turm"" ist ein hohes Bauwerk, das für verschiedene Zwecke wie Beobachtung, Kommunikation oder Lagerung genutzt werden kann. Antwort: ""Turm"".","Ein ""___"" ist ein hohes Bauwerk, das für verschiedene Zwecke wie Beobachtung, Kommunikation oder Lagerung genutzt werden kann. Antwort: ""Turm"".",no error
de,hair,Haar,"A ""hair"" is found on the heads of humans and animals. Answer: ""hair"".","Ein ""Haar"" befindet sich auf dem Kopf von Menschen und Tieren. Antwort: ""Haar"".","Ein ""___"" befindet sich auf dem Kopf von Menschen und Tieren. Antwort: ""Haar"".",no error
de,household,Haushalt,"A ""household"" is a term used to describe a residential unit where people live. Answer: ""household"".","Ein ""Haushalt"" ist eine Bezeichnung für eine Wohneinheit, in der Menschen leben. Antwort: ""Haushalt"".","Ein ""___"" ist eine Bezeichnung für eine Wohneinheit, in der Menschen leben. Antwort: ""Haushalt"".",no error
de,person,Person,"'A ""person"" is a human being regarded as an individual. Answer: ""person"".'","Eine ""Person"" ist ein menschliches Wesen, das als Individuum betrachtet wird. Antwort: 'Person'.'","Eine ""___"" ist ein menschliches Wesen, das als Individuum betrachtet wird. Antwort: 'Person'.",no error
de,section,Abschnitt,"A ""section"" is a distinct part or subdivision of something. Answer: ""section"".","Ein ""Abschnitt"" ist ein bestimmter Teil oder eine Unterteilung von etwas. Antwort: ""Abschnitt"".","Ein ""___"" ist ein bestimmter Teil oder eine Unterteilung von etwas. Antwort: ""Abschnitt"".",no error
de,office,Büro,"An ""office"" is a place where people usually do their job. Answer: ""office"".","Ein ""Büro"" ist ein Ort, an dem Menschen normalerweise ihre Arbeit verrichten. Antwort: ""Büro"".","Ein ""___"" ist ein Ort, an dem Menschen normalerweise ihre Arbeit verrichten. Antwort: ""Büro"".",no error
de,rise,Anstieg,"""A ""rise"" is used to describe an increase or upward movement. Answer: ""rise"".""","""Ein ""Anstieg"" wird verwendet, um einen Anstieg oder eine Aufwärtsbewegung zu beschreiben. Antwort: ""Anstieg"".""","""Ein ""___"" wird verwendet, um einen Anstieg oder eine Aufwärtsbewegung zu beschreiben. Antwort: ""Anstieg"".",no error
de,left,links,"'A ""left"" is a direction opposite to right. Answer: ""left"".'","Ein ""links"" ist eine Richtung, die der rechten entgegengesetzt ist. Antwort: ""links"".'","Ein ""___"" ist eine Richtung, die der rechten entgegengesetzt ist. Antwort: ""links"".",no error
de,power,Macht,"""A ""power"" is used to control or influence people or things. Answer: ""power"".""","""Eine ""Macht"" wird benutzt, um Menschen oder Dinge zu kontrollieren oder zu beeinflussen. Antwort: ""Macht"".""","""Eine ""___"" wird benutzt, um Menschen oder Dinge zu kontrollieren oder zu beeinflussen. Antwort: ""Macht"".",no error
de,summer,Sommer,"""The ""summer"" is a season known for its warm weather. Answer: ""summer"".""","""Der ""Sommer"" ist eine Jahreszeit, die für ihr warmes Wetter bekannt ist. Antwort: ""Sommer"".""","""Der ""___"" ist eine Jahreszeit, die für ihr warmes Wetter bekannt ist. Antwort: ""Sommer"".",no error
