prompt,out_token_id,out_token_str,latent_token_id,latent_token_str,in_token_id,in_token_str
"Deutsch: ""Wanne"" - Deutsch: ""Wanne""
Deutsch: ""Flügel"" - Deutsch: ""Flügel""
Deutsch: ""Batterie"" - Deutsch: ""Batterie""
Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Weste"" - Deutsch: """,29956,Weste,16779,vest,29956,Weste
"Deutsch: ""Gitarre"" - Deutsch: ""Gitarre""
Deutsch: ""Blume"" - Deutsch: ""Blume""
Deutsch: ""Zeitung"" - Deutsch: ""Zeitung""
Deutsch: ""Kamera"" - Deutsch: ""Kamera""
Deutsch: ""Fluss"" - Deutsch: """,8754,Fluss,8580,river,8754,Fluss
"Deutsch: ""Tür"" - Deutsch: ""Tür""
Deutsch: ""Gras"" - Deutsch: ""Gras""
Deutsch: ""Rohr"" - Deutsch: ""Rohr""
Deutsch: ""Blume"" - Deutsch: ""Blume""
Deutsch: ""Milch"" - Deutsch: """,29316,Milch,27274,milk,29316,Milch
"Deutsch: ""Krone"" - Deutsch: ""Krone""
Deutsch: ""Gitarre"" - Deutsch: ""Gitarre""
Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Weste"" - Deutsch: """,29956,Weste,16779,vest,29956,Weste
"Deutsch: ""Dose"" - Deutsch: ""Dose""
Deutsch: ""Mütze"" - Deutsch: ""Mütze""
Deutsch: ""Nuss"" - Deutsch: ""Nuss""
Deutsch: ""Teller"" - Deutsch: ""Teller""
Deutsch: ""Blatt"" - Deutsch: """,10358,Blatt,20447,leaf,10358,Blatt
"Deutsch: ""Topf"" - Deutsch: ""Topf""
Deutsch: ""Werkzeug"" - Deutsch: ""Werkzeug""
Deutsch: ""Kamera"" - Deutsch: ""Kamera""
Deutsch: ""Telefon"" - Deutsch: ""Telefon""
Deutsch: ""Segel"" - Deutsch: """,17669,Segel,14892,sail,17669,Segel
"Deutsch: ""Stern"" - Deutsch: ""Stern""
Deutsch: ""Segel"" - Deutsch: ""Segel""
Deutsch: ""Fiedel"" - Deutsch: ""Fiedel""
Deutsch: ""Fisch"" - Deutsch: ""Fisch""
Deutsch: ""Tür"" - Deutsch: """,29911,Tür,3050,door,29911,Tür
"Deutsch: ""Stern"" - Deutsch: ""Stern""
Deutsch: ""Tür"" - Deutsch: ""Tür""
Deutsch: ""Fluss"" - Deutsch: ""Fluss""
Deutsch: ""Weste"" - Deutsch: ""Weste""
Deutsch: ""Teller"" - Deutsch: """,29911,Teller,15284,plate,29911,Teller
"Deutsch: ""Mond"" - Deutsch: ""Mond""
Deutsch: ""Karte"" - Deutsch: ""Karte""
Deutsch: ""Fiedel"" - Deutsch: ""Fiedel""
Deutsch: ""Knopf"" - Deutsch: ""Knopf""
Deutsch: ""Apfel"" - Deutsch: """,29909,Apfel,26163,apple,29909,Apfel
"Deutsch: ""Hund"" - Deutsch: ""Hund""
Deutsch: ""Apfel"" - Deutsch: ""Apfel""
Deutsch: ""Karte"" - Deutsch: ""Karte""
Deutsch: ""Schiff"" - Deutsch: ""Schiff""
Deutsch: ""Schlüssel"" - Deutsch: """,4504,Schlüssel,1820,key,4504,Schlüssel
"Deutsch: ""Rohr"" - Deutsch: ""Rohr""
Deutsch: ""Baum"" - Deutsch: ""Baum""
Deutsch: ""Telefon"" - Deutsch: ""Telefon""
Deutsch: ""Katze"" - Deutsch: ""Katze""
Deutsch: ""Sonne"" - Deutsch: """,29903,Sonne,6575,sun,29903,Sonne
"Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Sonne"" - Deutsch: ""Sonne""
Deutsch: ""Seife"" - Deutsch: ""Seife""
Deutsch: ""Maus"" - Deutsch: ""Maus""
Deutsch: ""Auto"" - Deutsch: """,12300,Auto,1559,car,12300,Auto
"Deutsch: ""Ei"" - Deutsch: ""Ei""
Deutsch: ""Kleid"" - Deutsch: ""Kleid""
Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Eimer"" - Deutsch: ""Eimer""
Deutsch: ""Milch"" - Deutsch: """,29316,Milch,27274,milk,29316,Milch
"Deutsch: ""Werkzeug"" - Deutsch: ""Werkzeug""
Deutsch: ""Sonne"" - Deutsch: ""Sonne""
Deutsch: ""Flügel"" - Deutsch: ""Flügel""
Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Auto"" - Deutsch: """,12300,Auto,1559,car,12300,Auto
